"ApplyCostCenterCode","ApplyProgramLocationCode","ApplyProgramName","ApplySchoolLocationCode","ApplySchool","ApplyCDSCode","ApplySchoolType","ApplyBoardDistrict","ApplyLocalDistrict","ApplyCommunityOfSchools","ApplyZipCode","ApplicantDualLanguage","Applications","SeatOffers","PropOfTotalApps","PropOfTotalSeatOffers"
1834401,8344,"Woodland Hills Academy",8344,"Woodland Hills Academy","19647336061568","MIDDLE SCHOOL",4,"NW","TAFT COS",91367,"Yes",11,5,0.0489,0.0794
1835201,8352,"Robert E Peary Middle School",8352,"Robert E Peary Middle School","19647336061576","MIDDLE SCHOOL",7,"S","GARDENA COS",90247,"No",77,10,0.8105,0.8333
1835201,8352,"Robert E Peary Middle School",8352,"Robert E Peary Middle School","19647336061576","MIDDLE SCHOOL",7,"S","GARDENA COS",90247,"Yes",18,2,0.1895,0.1667
1835202,8351,"Robert E Peary Middle School STEAM Magnet",8352,"Robert E Peary Middle School","19647336061576","MAGNET CENTER - MIDDLE SCHOOL",7,"S","GARDENA COS",90247,"No",303,104,0.987,0.9905
1835202,8351,"Robert E Peary Middle School STEAM Magnet",8352,"Robert E Peary Middle School","19647336061576","MAGNET CENTER - MIDDLE SCHOOL",7,"S","GARDENA COS",90247,"Yes",4,1,0.013,0.0095
1835203,5256,"Robert E Peary Middle School Gifted Magnet",8352,"Robert E Peary Middle School","19647336061576","MAGNET CENTER - MIDDLE SCHOOL",7,"S","GARDENA COS",90247,"No",135,36,0.9783,0.973
1835203,5256,"Robert E Peary Middle School Gifted Magnet",8352,"Robert E Peary Middle School","19647336061576","MAGNET CENTER - MIDDLE SCHOOL",7,"S","GARDENA COS",90247,"Yes",3,1,0.0217,0.027
1835401,8354,"George K Porter Middle School",8354,"George K Porter Middle School","19647336058242","MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"No",367,91,0.9839,0.9891
1835401,8354,"George K Porter Middle School",8354,"George K Porter Middle School","19647336058242","MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"Yes",6,1,0.0161,0.0109
1835402,8360,"George K Porter Middle School Gifted Magnet",8354,"George K Porter Middle School","19647336058242","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"No",736,189,0.9946,0.9947
1835402,8360,"George K Porter Middle School Gifted Magnet",8354,"George K Porter Middle School","19647336058242","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"Yes",4,1,0.0054,0.0053
1835501,8355,"Walter Reed Middle School",8355,"Walter Reed Middle School","19647336062699","MIDDLE SCHOOL",3,"NE","NO HLYWD/VAL VLG COS",91602,"No",459,98,0.9725,0.98
1835501,8355,"Walter Reed Middle School",8355,"Walter Reed Middle School","19647336062699","MIDDLE SCHOOL",3,"NE","NO HLYWD/VAL VLG COS",91602,"Yes",13,2,0.0275,0.02
1835601,8356,"Paul Revere Charter Middle School",8356,"Paul Revere Charter Middle School","19647336058267","MIDDLE SCHOOL",4,"W","WEST LA COS",90049,"No",387,28,0.9509,0.875
1835601,8356,"Paul Revere Charter Middle School",8356,"Paul Revere Charter Middle School","19647336058267","MIDDLE SCHOOL",4,"W","WEST LA COS",90049,"Yes",20,4,0.0491,0.125
1835602,8357,"Paul Revere Charter Middle School Science/Tech/Math Magnet",8356,"Paul Revere Charter Middle School","19647336058267","MAGNET CENTER - MIDDLE SCHOOL",4,"W","WEST LA COS",90049,"No",938,163,0.971,0.9879
1835602,8357,"Paul Revere Charter Middle School Science/Tech/Math Magnet",8356,"Paul Revere Charter Middle School","19647336058267","MAGNET CENTER - MIDDLE SCHOOL",4,"W","WEST LA COS",90049,"Yes",28,2,0.029,0.0121
1835801,8358,"San Fernando Middle School",8358,"San Fernando Middle School","19647336058283","MIDDLE SCHOOL",6,"NE","SAN FRNNDO/SYLMR COS",91340,"No",39,0,0.5652,0
1835801,8358,"San Fernando Middle School",8358,"San Fernando Middle School","19647336058283","MIDDLE SCHOOL",6,"NE","SAN FRNNDO/SYLMR COS",91340,"Yes",30,5,0.4348,1
1836301,8363,"Francisco Sepulveda Middle School",8363,"Francisco Sepulveda Middle School","19647336058291","MIDDLE SCHOOL",6,"NW","MONROE COS",91343,"No",10,0,0.3448,0
1836301,8363,"Francisco Sepulveda Middle School",8363,"Francisco Sepulveda Middle School","19647336058291","MIDDLE SCHOOL",6,"NW","MONROE COS",91343,"Yes",19,0,0.6552,0
1836302,8364,"Francisco Sepulveda Middle School Gifted Magnet",8363,"Francisco Sepulveda Middle School","19647336058291","MAGNET CENTER - MIDDLE SCHOOL",6,"NW","MONROE COS",91343,"No",295,67,0.9899,1
1836302,8364,"Francisco Sepulveda Middle School Gifted Magnet",8363,"Francisco Sepulveda Middle School","19647336058291","MAGNET CENTER - MIDDLE SCHOOL",6,"NW","MONROE COS",91343,"Yes",3,0,0.0101,0
1837701,8377,"South Gate Middle School",8377,"South Gate Middle School","19647336058309","MIDDLE SCHOOL",5,"E","SOUTH GATE COS",90280,"No",23,0,0.3026,0
1837701,8377,"South Gate Middle School",8377,"South Gate Middle School","19647336058309","MIDDLE SCHOOL",5,"E","SOUTH GATE COS",90280,"Yes",53,0,0.6974,0
1837702,8382,"South Gate Middle School Science/Tech/Math Magnet",8377,"South Gate Middle School","19647336058309","MAGNET CENTER - MIDDLE SCHOOL",5,"E","SOUTH GATE COS",90280,"No",480,114,0.9736,0.9913
1837702,8382,"South Gate Middle School Science/Tech/Math Magnet",8377,"South Gate Middle School","19647336058309","MAGNET CENTER - MIDDLE SCHOOL",5,"E","SOUTH GATE COS",90280,"Yes",13,1,0.0264,0.0087
1838701,8387,"Robert Louis Stevenson College & Career Prep",8387,"Robert Louis Stevenson College & Career Prep","19647336058317","MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"No",5,0,0.4545,0
1838701,8387,"Robert Louis Stevenson College & Career Prep",8387,"Robert Louis Stevenson College & Career Prep","19647336058317","MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"Yes",6,0,0.5455,0
1838702,8388,"Robert Louis Stevenson College & Career Prep Gifted Magnet",8387,"Robert Louis Stevenson College & Career Prep","19647336058317","MAGNET CENTER - MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"No",112,39,0.9739,0.9512
1838702,8388,"Robert Louis Stevenson College & Career Prep Gifted Magnet",8387,"Robert Louis Stevenson College & Career Prep","19647336058317","MAGNET CENTER - MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"Yes",3,2,0.0261,0.0488
1838703,5238,"Robert Louis Stevenson College & Career Prep Comm Arts Mag",8387,"Robert Louis Stevenson College & Career Prep","19647336058317","MAGNET CENTER - MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"No",117,26,0.975,0.963
1838703,5238,"Robert Louis Stevenson College & Career Prep Comm Arts Mag",8387,"Robert Louis Stevenson College & Career Prep","19647336058317","MAGNET CENTER - MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"Yes",3,1,0.025,0.037
1839001,8390,"Walnut Park Middle School - Social Justice and Srvice Lrning",8390,"Walnut Park Middle School - Social Justice and Srvice Lrning","19647330126458","MIDDLE SCHOOL",5,"E","HUNTNGTN PK/VRNON COS",90255,"No",85,11,0.8854,1
1839001,8390,"Walnut Park Middle School - Social Justice and Srvice Lrning",8390,"Walnut Park Middle School - Social Justice and Srvice Lrning","19647330126458","MIDDLE SCHOOL",5,"E","HUNTNGTN PK/VRNON COS",90255,"Yes",11,0,0.1146,0
1839601,8396,"Sun Valley Magnet: Engineering Technology",8396,"Sun Valley Magnet: Engineering Technology","19647336061600","MAGNET-SELF CONTAINED (MIDDLE)",6,"NE","SUN VALLEY COS",91352,"No",304,76,0.9935,1
1839601,8396,"Sun Valley Magnet: Engineering Technology",8396,"Sun Valley Magnet: Engineering Technology","19647336061600","MAGNET-SELF CONTAINED (MIDDLE)",6,"NE","SUN VALLEY COS",91352,"Yes",2,0,0.0065,0
1839602,7645,"Sun Valley Magnet: Environmental Studies",8396,"Sun Valley Magnet: Engineering Technology","19647336061600","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","SUN VALLEY COS",91352,"No",182,37,0.9945,0.9737
1839602,7645,"Sun Valley Magnet: Environmental Studies",8396,"Sun Valley Magnet: Engineering Technology","19647336061600","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","SUN VALLEY COS",91352,"Yes",1,1,0.0055,0.0263
1839603,7646,"Sun Valley Magnet: Biomed Science Engineering & Leadership",8396,"Sun Valley Magnet: Engineering Technology","19647336061600","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","SUN VALLEY COS",91352,"No",415,127,0.9976,1
1839603,7646,"Sun Valley Magnet: Biomed Science Engineering & Leadership",8396,"Sun Valley Magnet: Engineering Technology","19647336061600","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","SUN VALLEY COS",91352,"Yes",1,0,0.0024,0
1840601,8406,"John A Sutter Middle School",8406,"John A Sutter Middle School","19647336058325","MIDDLE SCHOOL",4,"NW","CLEVELAND COS",91306,"No",36,6,0.973,1
1840601,8406,"John A Sutter Middle School",8406,"John A Sutter Middle School","19647336058325","MIDDLE SCHOOL",4,"NW","CLEVELAND COS",91306,"Yes",1,0,0.027,0
1840602,5251,"John A Sutter Middle School STEAM Magnet",8406,"John A Sutter Middle School","19647336058325","MAGNET CENTER - MIDDLE SCHOOL",4,"NW","CLEVELAND COS",91306,"No",175,58,0.9943,0.9831
1840602,5251,"John A Sutter Middle School STEAM Magnet",8406,"John A Sutter Middle School","19647336058325","MAGNET CENTER - MIDDLE SCHOOL",4,"NW","CLEVELAND COS",91306,"Yes",1,1,0.0057,0.0169
1842501,8425,"Mark Twain Middle School",8425,"Mark Twain Middle School","19647336058135","MIDDLE SCHOOL",4,"W","VENICE COS",90066,"No",93,5,0.3196,0.0575
1842501,8425,"Mark Twain Middle School",8425,"Mark Twain Middle School","19647336058135","MIDDLE SCHOOL",4,"W","VENICE COS",90066,"Yes",198,82,0.6804,0.9425
1842502,5172,"Mark Twain Middle School World Languages Magnet",8425,"Mark Twain Middle School","19647336058135","MAGNET CENTER - MIDDLE SCHOOL",4,"W","VENICE COS",90066,"No",292,79,0.927,0.9518
1842502,5172,"Mark Twain Middle School World Languages Magnet",8425,"Mark Twain Middle School","19647336058135","MAGNET CENTER - MIDDLE SCHOOL",4,"W","VENICE COS",90066,"Yes",23,4,0.073,0.0482
1843401,8434,"Van Nuys Middle School",8434,"Van Nuys Middle School","19647336058333","MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91411,"No",51,9,0.8947,1
1843401,8434,"Van Nuys Middle School",8434,"Van Nuys Middle School","19647336058333","MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91411,"Yes",6,0,0.1053,0
1843402,8435,"Van Nuys Middle School STEAM Magnet",8434,"Van Nuys Middle School","19647336058333","MAGNET CENTER - MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91411,"No",316,104,0.9968,1
1843402,8435,"Van Nuys Middle School STEAM Magnet",8434,"Van Nuys Middle School","19647336058333","MAGNET CENTER - MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91411,"Yes",1,0,0.0032,0
1846201,8462,"Virgil Middle School",8462,"Virgil Middle School","19647336058341","MIDDLE SCHOOL",2,"C","DOWNTOWN COS",90004,"No",78,10,0.8478,0.9091
1846201,8462,"Virgil Middle School",8462,"Virgil Middle School","19647336058341","MIDDLE SCHOOL",2,"C","DOWNTOWN COS",90004,"Yes",14,1,0.1522,0.0909
1846202,5216,"Virgil Middle School Medical & Health Science Magnet",8462,"Virgil Middle School","19647336058341","MAGNET CENTER - MIDDLE SCHOOL",2,"C","DOWNTOWN COS",90004,"No",387,154,0.9651,0.9565
1846202,5216,"Virgil Middle School Medical & Health Science Magnet",8462,"Virgil Middle School","19647336058341","MAGNET CENTER - MIDDLE SCHOOL",2,"C","DOWNTOWN COS",90004,"Yes",14,7,0.0349,0.0435
1848101,8481,"Daniel Webster Middle School",8481,"Daniel Webster Middle School","19647336058358","MIDDLE SCHOOL",4,"W","WEST LA COS",90064,"No",68,14,0.9577,1
1848101,8481,"Daniel Webster Middle School",8481,"Daniel Webster Middle School","19647336058358","MIDDLE SCHOOL",4,"W","WEST LA COS",90064,"Yes",3,0,0.0423,0
1848102,5239,"Daniel Webster Middle School STEAM Magnet",8481,"Daniel Webster Middle School","19647336058358","MAGNET CENTER - MIDDLE SCHOOL",4,"W","WEST LA COS",90064,"No",280,77,0.9722,0.939
1848102,5239,"Daniel Webster Middle School STEAM Magnet",8481,"Daniel Webster Middle School","19647336058358","MAGNET CENTER - MIDDLE SCHOOL",4,"W","WEST LA COS",90064,"Yes",8,5,0.0278,0.061
1848701,8487,"Stephen M White Middle School",8487,"Stephen M White Middle School","19647336058366","MIDDLE SCHOOL",7,"S","CARSON COS",90745,"No",183,41,0.7689,0.6721
1848701,8487,"Stephen M White Middle School",8487,"Stephen M White Middle School","19647336058366","MIDDLE SCHOOL",7,"S","CARSON COS",90745,"Yes",55,20,0.2311,0.3279
1848702,5229,"Stephen M White Middle School STEAM Magnet",8487,"Stephen M White Middle School","19647336058366","MAGNET CENTER - MIDDLE SCHOOL",7,"S","CARSON COS",90745,"No",519,161,0.9792,0.9758
1848702,5229,"Stephen M White Middle School STEAM Magnet",8487,"Stephen M White Middle School","19647336058366","MAGNET CENTER - MIDDLE SCHOOL",7,"S","CARSON COS",90745,"Yes",11,4,0.0208,0.0242
1849001,8490,"Wilmington Middle School STEAM Magnet",8490,"Wilmington Middle School STEAM Magnet","19647336058374","MAGNET-SELF CONTAINED (MIDDLE)",7,"S","WILMINGTON COS",90744,"No",684,120,0.9956,1
1849001,8490,"Wilmington Middle School STEAM Magnet",8490,"Wilmington Middle School STEAM Magnet","19647336058374","MAGNET-SELF CONTAINED (MIDDLE)",7,"S","WILMINGTON COS",90744,"Yes",3,0,0.0044,0
1849301,8493,"Orville Wright Engineering and Design Magnet",8493,"Orville Wright Engineering and Design Magnet","19647336058382","MAGNET-SELF CONTAINED (MIDDLE)",4,"W","WESTCHESTER COS",90045,"No",507,118,0.9941,1
1849301,8493,"Orville Wright Engineering and Design Magnet",8493,"Orville Wright Engineering and Design Magnet","19647336058382","MAGNET-SELF CONTAINED (MIDDLE)",4,"W","WESTCHESTER COS",90045,"Yes",3,0,0.0059,0
1849303,5258,"Orville Wright Gifted Magnet",8493,"Orville Wright Engineering and Design Magnet","19647336058382","MAGNET CENTER - MIDDLE SCHOOL",4,"W","WESTCHESTER COS",90045,"No",237,62,0.9958,1
1849303,5258,"Orville Wright Gifted Magnet",8493,"Orville Wright Engineering and Design Magnet","19647336058382","MAGNET CENTER - MIDDLE SCHOOL",4,"W","WESTCHESTER COS",90045,"Yes",1,0,0.0042,0
1852902,8530,"Phineas Banning Senior High College Preparatory Magnet",8529,"Phineas Banning Senior High","19647331930650","MAGNET CENTER - SENIOR HIGH",7,"S","WILMINGTON COS",90744,"No",301,101,0.9901,0.9902
1852902,8530,"Phineas Banning Senior High College Preparatory Magnet",8529,"Phineas Banning Senior High","19647331930650","MAGNET CENTER - SENIOR HIGH",7,"S","WILMINGTON COS",90744,"Yes",3,1,0.0099,0.0098
1852907,7602,"Phineas Banning Senior High Firefighter Magnet",8529,"Phineas Banning Senior High","19647331930650","MAGNET CENTER - SENIOR HIGH",7,"S","WILMINGTON COS",90744,"No",201,42,0.9853,0.9767
1852907,7602,"Phineas Banning Senior High Firefighter Magnet",8529,"Phineas Banning Senior High","19647331930650","MAGNET CENTER - SENIOR HIGH",7,"S","WILMINGTON COS",90744,"Yes",3,1,0.0147,0.0233
1852908,7577,"Phineas Banning Senior High STEAM Magnet",8529,"Phineas Banning Senior High","19647331930650","MAGNET CENTER - SENIOR HIGH",7,"S","WILMINGTON COS",90744,"No",239,69,0.9795,0.9857
1852908,7577,"Phineas Banning Senior High STEAM Magnet",8529,"Phineas Banning Senior High","19647331930650","MAGNET CENTER - SENIOR HIGH",7,"S","WILMINGTON COS",90744,"Yes",5,1,0.0205,0.0143
1853614,7622,"Bell Senior High Gifted Science/Tech/Eng/Math Magnet",8536,"Bell Senior High","19647331930866","MAGNET CENTER - SENIOR HIGH",5,"E","BELL/CUDHY/MAYWD COS",90201,"No",518,144,0.9923,1
1853614,7622,"Bell Senior High Gifted Science/Tech/Eng/Math Magnet",8536,"Bell Senior High","19647331930866","MAGNET CENTER - SENIOR HIGH",5,"E","BELL/CUDHY/MAYWD COS",90201,"Yes",4,0,0.0077,0
1854401,8544,"Edward R Roybal Learning Center",8544,"Edward R Roybal Learning Center","19647330117051","SENIOR HIGH SCHOOL",2,"C","DOWNTOWN COS",90026,"No",66,0,0.4552,0
1854401,8544,"Edward R Roybal Learning Center",8544,"Edward R Roybal Learning Center","19647330117051","SENIOR HIGH SCHOOL",2,"C","DOWNTOWN COS",90026,"Yes",79,1,0.5448,1
1854406,7546,"Edward R Roybal LC Innov Cine Arts/Music Prod Magnet",8544,"Edward R Roybal Learning Center","19647330117051","MAGNET CENTER - SENIOR HIGH",2,"C","DOWNTOWN COS",90026,"No",114,50,0.9661,0.9615
1854406,7546,"Edward R Roybal LC Innov Cine Arts/Music Prod Magnet",8544,"Edward R Roybal Learning Center","19647330117051","MAGNET CENTER - SENIOR HIGH",2,"C","DOWNTOWN COS",90026,"Yes",4,2,0.0339,0.0385
1855801,8558,"Daniel Pearl Senior High Journalism & Communications Magnet",8558,"Daniel Pearl Senior High Journalism & Communications Magnet","19647330120360","MAGNET-SELF CONTAINED (SENIOR)",3,"NW","CLEVELAND COS",91406,"No",266,119,0.9963,1
1855801,8558,"Daniel Pearl Senior High Journalism & Communications Magnet",8558,"Daniel Pearl Senior High Journalism & Communications Magnet","19647330120360","MAGNET-SELF CONTAINED (SENIOR)",3,"NW","CLEVELAND COS",91406,"Yes",1,0,0.0037,0
1857102,8572,"Canoga Park Senior High Eng & Evn/Vet Science Magnet",8571,"Canoga Park Senior High","19647331931476","MAGNET CENTER - SENIOR HIGH",3,"NW","CNGA PK/CHTSWRTH COS",91303,"No",240,65,0.9877,1
1857102,8572,"Canoga Park Senior High Eng & Evn/Vet Science Magnet",8571,"Canoga Park Senior High","19647331931476","MAGNET CENTER - SENIOR HIGH",3,"NW","CNGA PK/CHTSWRTH COS",91303,"Yes",3,0,0.0123,0
1857106,8146,"Canoga Park Senior High Communication Arts/Media Magnet",8571,"Canoga Park Senior High","19647331931476","MAGNET CENTER - SENIOR HIGH",3,"NW","CNGA PK/CHTSWRTH COS",91303,"No",190,49,0.9845,1
1857106,8146,"Canoga Park Senior High Communication Arts/Media Magnet",8571,"Canoga Park Senior High","19647331931476","MAGNET CENTER - SENIOR HIGH",3,"NW","CNGA PK/CHTSWRTH COS",91303,"Yes",3,0,0.0155,0
1857501,8575,"Carson Senior High",8575,"Carson Senior High","19647331931526","SENIOR HIGH SCHOOL",7,"S","CARSON COS",90745,"No",207,44,0.9241,1
1857501,8575,"Carson Senior High",8575,"Carson Senior High","19647331931526","SENIOR HIGH SCHOOL",7,"S","CARSON COS",90745,"Yes",17,0,0.0759,0
1857701,8577,"Sonia Sotomayor Art/Sciences Magnet",8577,"Sonia Sotomayor Art/Sciences Magnet","19647330124412","MAGNET-SELF CONTAINED (SPAN)",5,"C","GLSLL/LS FLZ PRK COS",90065,"No",1011,647,0.998,0.9985
1857701,8577,"Sonia Sotomayor Art/Sciences Magnet",8577,"Sonia Sotomayor Art/Sciences Magnet","19647330124412","MAGNET-SELF CONTAINED (SPAN)",5,"C","GLSLL/LS FLZ PRK COS",90065,"Yes",2,1,0.002,0.0015
1859002,8593,"Grover Cleveland Charter High School Humanities Magnet",8590,"Grover Cleveland Charter High School","19647331931864","MAGNET CENTER - SENIOR HIGH",3,"NW","CLEVELAND COS",91335,"No",883,189,0.9966,1
1859002,8593,"Grover Cleveland Charter High School Humanities Magnet",8590,"Grover Cleveland Charter High School","19647331931864","MAGNET CENTER - SENIOR HIGH",3,"NW","CLEVELAND COS",91335,"Yes",3,0,0.0034,0
1859007,7541,"Grover Cleveland Charter High School GMS Magnet",8590,"Grover Cleveland Charter High School","19647331931864","MAGNET CENTER - SENIOR HIGH",3,"NW","CLEVELAND COS",91335,"No",525,249,0.9962,1
1859007,7541,"Grover Cleveland Charter High School GMS Magnet",8590,"Grover Cleveland Charter High School","19647331931864","MAGNET CENTER - SENIOR HIGH",3,"NW","CLEVELAND COS",91335,"Yes",2,0,0.0038,0
1859601,8596,"Crenshaw Magnets: Science Tech Engineer Math & Medicine",8596,"Crenshaw Magnets: Science Tech Engineer Math & Medicine","19647331932128","MAGNET-SELF CONTAINED (SENIOR)",1,"W","HEET (C/D) COS",90043,"No",466,46,0.9915,0.92
1859601,8596,"Crenshaw Magnets: Science Tech Engineer Math & Medicine",8596,"Crenshaw Magnets: Science Tech Engineer Math & Medicine","19647331932128","MAGNET-SELF CONTAINED (SENIOR)",1,"W","HEET (C/D) COS",90043,"Yes",4,4,0.0085,0.08
1860002,8601,"Susan Miller Dorsey Senior High Science/Tech/Math Magnet",8600,"Susan Miller Dorsey Senior High","19647331932383","MAGNET CENTER - SENIOR HIGH",1,"W","HEET (C/D) COS",90016,"No",156,38,0.9936,1
1860002,8601,"Susan Miller Dorsey Senior High Science/Tech/Math Magnet",8600,"Susan Miller Dorsey Senior High","19647331932383","MAGNET CENTER - SENIOR HIGH",1,"W","HEET (C/D) COS",90016,"Yes",1,0,0.0064,0
1860003,8603,"Susan Miller Dorsey Senior High Sports Medicine/Law Magnet",8600,"Susan Miller Dorsey Senior High","19647331932383","MAGNET CENTER - SENIOR HIGH",1,"W","HEET (C/D) COS",90016,"No",144,28,1,1
1860601,8606,"Esteban Torres HS - East Los Angeles Performing Arts Magnet",8606,"Esteban Torres HS - East Los Angeles Performing Arts Magnet","19647330122341","MAGNET-SELF CONTAINED (SENIOR)",2,"E","EAST LOS ANGELES COS",90063,"No",317,87,0.9969,1
1860601,8606,"Esteban Torres HS - East Los Angeles Performing Arts Magnet",8606,"Esteban Torres HS - East Los Angeles Performing Arts Magnet","19647330122341","MAGNET-SELF CONTAINED (SENIOR)",2,"E","EAST LOS ANGELES COS",90063,"Yes",1,0,0.0031,0
1861007,7545,"Panorama Senior High Sports Med/Info Tech Magnet",8610,"Panorama Senior High","19647330112052","MAGNET CENTER - SENIOR HIGH",6,"NE","PANORAMA CITY COS",91402,"No",218,123,1,1
1861402,8615,"Eagle Rock High School Gifted Magnet",8614,"Eagle Rock High School","19647331932540","MAGNET CENTER - MIDDLE SCHOOL",5,"C","EGL RK/HIGHLD PK COS",90041,"No",570,103,0.9896,1
1861402,8615,"Eagle Rock High School Gifted Magnet",8614,"Eagle Rock High School","19647331932540","MAGNET CENTER - MIDDLE SCHOOL",5,"C","EGL RK/HIGHLD PK COS",90041,"Yes",6,0,0.0104,0
1861802,8613,"Woodrow Wilson Senior High Police Academy Magnet",8618,"Woodrow Wilson Senior High","19647331939859","MAGNET CENTER - SENIOR HIGH",2,"E","LNCLN HTS/EL SRNO COS",90032,"No",135,36,0.9854,1
1861802,8613,"Woodrow Wilson Senior High Police Academy Magnet",8618,"Woodrow Wilson Senior High","19647331939859","MAGNET CENTER - SENIOR HIGH",2,"E","LNCLN HTS/EL SRNO COS",90032,"Yes",2,0,0.0146,0
1861803,8619,"Woodrow Wilson Senior High Administrative Law Magnet",8618,"Woodrow Wilson Senior High","19647331939859","MAGNET CENTER - SENIOR HIGH",2,"E","LNCLN HTS/EL SRNO COS",90032,"No",174,58,0.9886,0.9667
1861803,8619,"Woodrow Wilson Senior High Administrative Law Magnet",8618,"Woodrow Wilson Senior High","19647331939859","MAGNET CENTER - SENIOR HIGH",2,"E","LNCLN HTS/EL SRNO COS",90032,"Yes",2,2,0.0114,0.0333
1861810,7601,"Woodrow Wilson Senior High Firefighter Magnet",8618,"Woodrow Wilson Senior High","19647331939859","MAGNET CENTER - SENIOR HIGH",2,"E","LNCLN HTS/EL SRNO COS",90032,"No",121,33,1,1
1862101,8621,"Fairfax Senior High",8621,"Fairfax Senior High","19647331932920","SENIOR HIGH SCHOOL",4,"W","FAIRFAX COS",90046,"No",620,120,0.839,0.9231
1862101,8621,"Fairfax Senior High",8621,"Fairfax Senior High","19647331932920","SENIOR HIGH SCHOOL",4,"W","FAIRFAX COS",90046,"Yes",119,10,0.161,0.0769
1862102,8622,"Fairfax Senior High Visual Arts Magnet",8621,"Fairfax Senior High","19647331932920","MAGNET CENTER - SENIOR HIGH",4,"W","FAIRFAX COS",90046,"No",920,83,0.9798,1
1862102,8622,"Fairfax Senior High Visual Arts Magnet",8621,"Fairfax Senior High","19647331932920","MAGNET CENTER - SENIOR HIGH",4,"W","FAIRFAX COS",90046,"Yes",19,0,0.0202,0
1862108,7537,"Fairfax Senior High Police Academy Magnet",8621,"Fairfax Senior High","19647331932920","MAGNET CENTER - SENIOR HIGH",4,"W","FAIRFAX COS",90046,"No",275,90,0.9892,1
1862108,7537,"Fairfax Senior High Police Academy Magnet",8621,"Fairfax Senior High","19647331932920","MAGNET CENTER - SENIOR HIGH",4,"W","FAIRFAX COS",90046,"Yes",3,0,0.0108,0
1863601,8636,"John H Francis Polytechnic Senior High",8636,"John H Francis Polytechnic Senior High","19647331932987","SENIOR HIGH SCHOOL",6,"NE","SUN VALLEY COS",91352,"No",257,46,0.9449,0.9787
1863601,8636,"John H Francis Polytechnic Senior High",8636,"John H Francis Polytechnic Senior High","19647331932987","SENIOR HIGH SCHOOL",6,"NE","SUN VALLEY COS",91352,"Yes",15,1,0.0551,0.0213
1863602,8809,"John H Francis Polytechnic SH Sci/Tech/Math Magnet",8636,"John H Francis Polytechnic Senior High","19647331932987","MAGNET CENTER - SENIOR HIGH",6,"NE","SUN VALLEY COS",91352,"No",482,90,0.9877,1
1863602,8809,"John H Francis Polytechnic SH Sci/Tech/Math Magnet",8636,"John H Francis Polytechnic Senior High","19647331932987","MAGNET CENTER - SENIOR HIGH",6,"NE","SUN VALLEY COS",91352,"Yes",6,0,0.0123,0
1864301,8643,"Benjamin Franklin High School",8643,"Benjamin Franklin High School","19647331933043","SPAN SCHOOL",5,"C","EGL RK/HIGHLD PK COS",90042,"No",66,10,0.88,1
1864301,8643,"Benjamin Franklin High School",8643,"Benjamin Franklin High School","19647331933043","SPAN SCHOOL",5,"C","EGL RK/HIGHLD PK COS",90042,"Yes",9,0,0.12,0
1864302,8644,"Benjamin Franklin High School Science/Tech/Math Magnet",8643,"Benjamin Franklin High School","19647331933043","MAGNET CENTER - SENIOR HIGH",5,"C","EGL RK/HIGHLD PK COS",90042,"No",338,92,0.9912,1
1864302,8644,"Benjamin Franklin High School Science/Tech/Math Magnet",8643,"Benjamin Franklin High School","19647331933043","MAGNET CENTER - SENIOR HIGH",5,"C","EGL RK/HIGHLD PK COS",90042,"Yes",3,0,0.0088,0
1864311,2345,"Benjamin Franklin High School Dual Language Academy Magnet",8643,"Benjamin Franklin High School","19647331933043","MAGNET CENTER - SENIOR HIGH",5,"C","EGL RK/HIGHLD PK COS",90042,"No",188,45,0.9792,0.9574
1864311,2345,"Benjamin Franklin High School Dual Language Academy Magnet",8643,"Benjamin Franklin High School","19647331933043","MAGNET CENTER - SENIOR HIGH",5,"C","EGL RK/HIGHLD PK COS",90042,"Yes",4,2,0.0208,0.0426
1865001,8650,"John C Fremont Senior High",8650,"John C Fremont Senior High","19647331933118","SENIOR HIGH SCHOOL",7,"S","FREMONT COS",90003,"No",48,0,0.6316,0
