Program_Name,School,School_Type,Community_Of_Schools,Zip_Code,Dual_Language,Applications,Seat_Offers
Independence Elementary DL Two-Way Im Spanish,Independence Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,No,17,1
Independence Elementary DL Two-Way Im Spanish,Independence Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,Yes,23,6
Lucille Roybal-Allard Elementary DL Two-Way Im Spanish,Lucille Roybal-Allard Elementary,DUAL LANGUAGE (DLC) - ELEM,HUNTNGTN PK/VRNON COS,90255,No,18,3
Lucille Roybal-Allard Elementary DL Two-Way Im Spanish,Lucille Roybal-Allard Elementary,DUAL LANGUAGE (DLC) - ELEM,HUNTNGTN PK/VRNON COS,90255,Yes,42,12
Judith F Baca Arts Acad DL Two-Way Im Spanish,Judith F Baca Arts Academy,DUAL LANGUAGE (DLC) - ELEM,RIVERA COS,90002,No,82,5
Judith F Baca Arts Acad DL Two-Way Im Spanish,Judith F Baca Arts Academy,DUAL LANGUAGE (DLC) - ELEM,RIVERA COS,90002,Yes,61,0
Stagg Street Elementary,Stagg Street Elementary,ELEMENTARY SCHOOL,CLEVELAND COS,91406,No,95,10
Stagg Street Elementary,Stagg Street Elementary,ELEMENTARY SCHOOL,CLEVELAND COS,91406,Yes,9,1
Stanford Avenue Primary Center Elementary DL Two-Way Im Span,Stanford Avenue Primary Center,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,No,3,0
Stanford Avenue Primary Center Elementary DL Two-Way Im Span,Stanford Avenue Primary Center,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,Yes,5,0
State Street Elementary DL Two-Way Im Spanish,State Street Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,No,17,1
State Street Elementary DL Two-Way Im Spanish,State Street Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,Yes,21,6
Stonehurst Avenue Elementary STEAM Magnet,Stonehurst Avenue Elementary STEAM Magnet,MAGNET-SELF CONTAINED (ELEM),SUNLAND/TUJUNGA COS,91352,No,158,56
Stonehurst Avenue Elementary STEAM Magnet,Stonehurst Avenue Elementary STEAM Magnet,MAGNET-SELF CONTAINED (ELEM),SUNLAND/TUJUNGA COS,91352,Yes,2,0
Stoner Avenue Elementary DL One-Way Im Spanish,Stoner Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,VENICE COS,90230,No,39,5
Stoner Avenue Elementary DL One-Way Im Spanish,Stoner Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,VENICE COS,90230,Yes,45,12
Sunland Elementary Gifted Magnet,Sunland Elementary,MAGNET CENTER - ELEMENTARY,SUNLAND/TUJUNGA COS,91040,No,102,32
Sunland Elementary Gifted Magnet,Sunland Elementary,MAGNET CENTER - ELEMENTARY,SUNLAND/TUJUNGA COS,91040,Yes,1,1
Sunny Brae Avenue Elementary Global Awareness Magnet,Sunny Brae Avenue Elementary,MAGNET CENTER - ELEMENTARY,CLEVELAND COS,91306,No,77,12
Sunny Brae Avenue Elementary DL Two-Way Im Spanish,Sunny Brae Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,CLEVELAND COS,91306,No,15,0
Sunny Brae Avenue Elementary DL Two-Way Im Spanish,Sunny Brae Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,CLEVELAND COS,91306,Yes,12,0
Sunrise Elementary DL Two-Way Im Spanish,Sunrise Elementary,DUAL LANGUAGE (DLC) - ELEM,BOYLE HEIGHTS COS,90023,No,11,4
Sunrise Elementary DL Two-Way Im Spanish,Sunrise Elementary,DUAL LANGUAGE (DLC) - ELEM,BOYLE HEIGHTS COS,90023,Yes,15,4
Taper Avenue Elementary,Taper Avenue Elementary,ELEMENTARY SCHOOL,SAN PEDRO COS,90731,No,107,0
Taper Avenue Elementary,Taper Avenue Elementary,ELEMENTARY SCHOOL,SAN PEDRO COS,90731,Yes,8,0
Taper Avenue Elementary STEAM Magnet,Taper Avenue Elementary,MAGNET CENTER - ELEMENTARY,SAN PEDRO COS,90731,No,627,86
Taper Avenue Elementary STEAM Magnet,Taper Avenue Elementary,MAGNET CENTER - ELEMENTARY,SAN PEDRO COS,90731,Yes,15,0
Telfair Avenue Elementary DL Two-Way Im Spanish,Telfair Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,SAN FRNNDO/SYLMR COS,91331,No,12,0
Telfair Avenue Elementary DL Two-Way Im Spanish,Telfair Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,SAN FRNNDO/SYLMR COS,91331,Yes,10,1
3rd Street Elementary,3rd Street Elementary,ELEMENTARY SCHOOL,FAIRFAX COS,90004,No,184,7
3rd Street Elementary,3rd Street Elementary,ELEMENTARY SCHOOL,FAIRFAX COS,90004,Yes,46,3
3rd Street Elementary DL Two-Way Im Korean,3rd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FAIRFAX COS,90004,No,100,13
3rd Street Elementary DL Two-Way Im Korean,3rd Street Elementary,DUAL LANGUAGE (DLC) - ELEM,FAIRFAX COS,90004,Yes,195,15
Thomas Bradley Global Awareness Magnet,Thomas Bradley Global Awareness Magnet,MAGNET-SELF CONTAINED (ELEM),HEET (C/D) COS,90008,No,112,5
Thomas Bradley Global Awareness Magnet,Thomas Bradley Global Awareness Magnet,MAGNET-SELF CONTAINED (ELEM),HEET (C/D) COS,90008,Yes,2,0
32nd Street USC Performing Arts Magnet,32nd Street USC Performing Arts Magnet,MAGNET-SELF CONTAINED (ELEM),MN ARTS/VRMNT SQ COS,90007,No,2288,98
32nd Street USC Performing Arts Magnet,32nd Street USC Performing Arts Magnet,MAGNET-SELF CONTAINED (ELEM),MN ARTS/VRMNT SQ COS,90007,Yes,122,1
LAUSD/USC Media Arts/Engineering Magnet,32nd Street USC Performing Arts Magnet,MAGNET CENTER - SENIOR HIGH,MN ARTS/VRMNT SQ COS,90007,No,2116,91
LAUSD/USC Media Arts/Engineering Magnet,32nd Street USC Performing Arts Magnet,MAGNET CENTER - SENIOR HIGH,MN ARTS/VRMNT SQ COS,90007,Yes,59,3
Birdielee V Bright Elementary,Birdielee V Bright Elementary,ELEMENTARY SCHOOL,LA MID-CITY COS,90018,No,28,4
Birdielee V Bright Elementary,Birdielee V Bright Elementary,ELEMENTARY SCHOOL,LA MID-CITY COS,90018,Yes,4,0
Trinity Street Elementary,Trinity Street Elementary,ELEMENTARY SCHOOL,JEFFERSON/SC WEST COS,90011,No,7,2
Trinity Street Elementary,Trinity Street Elementary,ELEMENTARY SCHOOL,JEFFERSON/SC WEST COS,90011,Yes,2,1
Maple PC DL Two-Way Im Spanish,Maple Primary Center,DUAL LANGUAGE (DLC) - ELEM,JEFFERSON/SC WEST COS,90011,No,18,0
Maple PC DL Two-Way Im Spanish,Maple Primary Center,DUAL LANGUAGE (DLC) - ELEM,JEFFERSON/SC WEST COS,90011,Yes,21,0
Tulsa Street Elementary,Tulsa Street Elementary,ELEMENTARY SCHOOL,KENNDY/NAHS/VAAS COS,91344,No,85,0
Tulsa Street Elementary,Tulsa Street Elementary,ELEMENTARY SCHOOL,KENNDY/NAHS/VAAS COS,91344,Yes,4,0
Tweedy Elementary DL Two-Way Im Spanish,Tweedy Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,No,26,0
Tweedy Elementary DL Two-Way Im Spanish,Tweedy Elementary,DUAL LANGUAGE (DLC) - ELEM,SOUTH GATE COS,90280,Yes,18,0
20th Street Elementary DL Two-Way Im Spanish,20th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,JEFFERSON/SC WEST COS,90011,No,49,2
20th Street Elementary DL Two-Way Im Spanish,20th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,JEFFERSON/SC WEST COS,90011,Yes,61,3
28th Street Elementary,28th Street Elementary,ELEMENTARY SCHOOL,JEFFERSON/SC WEST COS,90011,No,56,3
28th Street Elementary,28th Street Elementary,ELEMENTARY SCHOOL,JEFFERSON/SC WEST COS,90011,Yes,14,1
28th Street Elementary DL One-Way Im Spanish,28th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,JEFFERSON/SC WEST COS,90011,No,16,0
28th Street Elementary DL One-Way Im Spanish,28th Street Elementary,DUAL LANGUAGE (DLC) - ELEM,JEFFERSON/SC WEST COS,90011,Yes,25,0
232nd Place Elementary STEMM Magnet,232nd Place Elementary,MAGNET CENTER - ELEMENTARY,CARSON COS,90745,No,204,81
232nd Place Elementary STEMM Magnet,232nd Place Elementary,MAGNET CENTER - ELEMENTARY,CARSON COS,90745,Yes,9,1
Meyler Street Elementary DL Two-Way Im Spanish,Meyler Street Elementary,DUAL LANGUAGE (DLC) - ELEM,HARBR CITY/LOMTA COS,90502,No,65,11
Meyler Street Elementary DL Two-Way Im Spanish,Meyler Street Elementary,DUAL LANGUAGE (DLC) - ELEM,HARBR CITY/LOMTA COS,90502,Yes,50,9
Lake Balboa College Preparatory Magnet K-12,Lake Balboa College Preparatory Magnet K-12,MAGNET-SELF CONTAINED (SPAN),RESEDA COS,91406,No,1926,98
Lake Balboa College Preparatory Magnet K-12,Lake Balboa College Preparatory Magnet K-12,MAGNET-SELF CONTAINED (SPAN),RESEDA COS,91406,Yes,40,2
Alta California Elementary Gifted/STEAM Magnet,Alta California Elementary,MAGNET CENTER - ELEMENTARY,MONROE COS,91402,No,266,96
Alta California Elementary Gifted/STEAM Magnet,Alta California Elementary,MAGNET CENTER - ELEMENTARY,MONROE COS,91402,Yes,4,0
Vista del Valle Dual Language Academy DL Two-Way Im Spanish,Vista del Valle Dual Language Academy,DUAL LANGUAGE (DLC) - ELEM,SAN FRNNDO/SYLMR COS,91340,No,88,10
Vista del Valle Dual Language Academy DL Two-Way Im Spanish,Vista del Valle Dual Language Academy,DUAL LANGUAGE (DLC) - ELEM,SAN FRNNDO/SYLMR COS,91340,Yes,147,37
Stanley Mosk Elementary School,Stanley Mosk Elementary School,ELEMENTARY SCHOOL,CLEVELAND COS,91306,No,32,0
Stanley Mosk Elementary School,Stanley Mosk Elementary School,ELEMENTARY SCHOOL,CLEVELAND COS,91306,Yes,1,0
Stanley Mosk Elementary STEAM Magnet,Stanley Mosk Elementary School,MAGNET CENTER - ELEMENTARY,CLEVELAND COS,91306,No,303,30
Stanley Mosk Elementary STEAM Magnet,Stanley Mosk Elementary School,MAGNET CENTER - ELEMENTARY,CLEVELAND COS,91306,Yes,7,1
Carlos Santana Arts Academy DL Two-Way Im Spanish,Carlos Santana Arts Academy,DUAL LANGUAGE (DLC) - ELEM,MONROE COS,91343,No,66,6
Carlos Santana Arts Academy DL Two-Way Im Spanish,Carlos Santana Arts Academy,DUAL LANGUAGE (DLC) - ELEM,MONROE COS,91343,Yes,63,5
Sylmar Leadership Academy,Sylmar Leadership Academy,SPAN SCHOOL,SAN FRNNDO/SYLMR COS,91342,No,121,0
Sylmar Leadership Academy,Sylmar Leadership Academy,SPAN SCHOOL,SAN FRNNDO/SYLMR COS,91342,Yes,15,0
Van Nuys Elementary,Van Nuys Elementary,ELEMENTARY SCHOOL,VAN NUYS/VAL GLN COS,91401,No,76,12
Van Nuys Elementary,Van Nuys Elementary,ELEMENTARY SCHOOL,VAN NUYS/VAL GLN COS,91401,Yes,11,1
Vena Avenue Elementary Gifted Magnet,Vena Avenue Elementary,MAGNET CENTER - ELEMENTARY,SUN VALLEY COS,91331,No,185,45
Vena Avenue Elementary Gifted Magnet,Vena Avenue Elementary,MAGNET CENTER - ELEMENTARY,SUN VALLEY COS,91331,Yes,3,1
Victory Boulevard Elementary STEAM Magnet,Victory Boulevard Elementary,MAGNET CENTER - ELEMENTARY,NO HLYWD/VAL VLG COS,91606,No,181,82
Vintage Elementary Math/Science/Technology Magnet,Vintage Elementary Math/Science/Technology Magnet,MAGNET-SELF CONTAINED (ELEM),MONROE COS,91343,No,1126,141
Vintage Elementary Math/Science/Technology Magnet,Vintage Elementary Math/Science/Technology Magnet,MAGNET-SELF CONTAINED (ELEM),MONROE COS,91343,Yes,15,1
Charles Drew MS University Pathways Public Service Academy,Charles Drew MS University Pathways Public Service Academy,SENIOR HIGH SCHOOL,RIVERA COS,90001,No,408,122
Charles Drew MS University Pathways Public Service Academy,Charles Drew MS University Pathways Public Service Academy,SENIOR HIGH SCHOOL,RIVERA COS,90001,Yes,35,4
Samuel Gompers MS University Pathways Medical Magnet Academy,Samuel Gompers MS University Pathways Medical Magnet Academy,MAGNET-SELF CONTAINED (SENIOR),ACHIEVEMENT NETWORK,90061,No,230,79
Samuel Gompers MS University Pathways Medical Magnet Academy,Samuel Gompers MS University Pathways Medical Magnet Academy,MAGNET-SELF CONTAINED (SENIOR),ACHIEVEMENT NETWORK,90061,Yes,1,1
Boys Academic Leadership Academy,Boys Academic Leadership Academy,SPAN SCHOOL,SOUTH MID-CITY COS,90047,No,714,212
Boys Academic Leadership Academy,Boys Academic Leadership Academy,SPAN SCHOOL,SOUTH MID-CITY COS,90047,Yes,122,34
The Science Academy STEM Magnet,The Science Academy STEM Magnet,MAGNET-SELF CONTAINED (SPAN),NO HLYWD/VAL VLG COS,91601,No,612,83
The Science Academy STEM Magnet,The Science Academy STEM Magnet,MAGNET-SELF CONTAINED (SPAN),NO HLYWD/VAL VLG COS,91601,Yes,15,3
Boyle Heights HS STEM Magnet,Boyle Heights HS STEM Magnet,MAGNET-SELF CONTAINED (SENIOR),BOYLE HEIGHTS COS,90023,No,338,239
Boyle Heights HS STEM Magnet,Boyle Heights HS STEM Magnet,MAGNET-SELF CONTAINED (SENIOR),BOYLE HEIGHTS COS,90023,Yes,1,0
Washington Primary Center DL Two-Way Im Spanish,Washington Primary Center,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90044,No,22,0
Washington Primary Center DL Two-Way Im Spanish,Washington Primary Center,DUAL LANGUAGE (DLC) - ELEM,FREMONT COS,90044,Yes,18,1
Welby Way Charter Elementary Gifted Magnet,Welby Way Charter Elementary and Gifted-High Ability Magnet,MAGNET CENTER - ELEMENTARY,TAFT COS,91307,No,1020,97
Welby Way Charter Elementary Gifted Magnet,Welby Way Charter Elementary and Gifted-High Ability Magnet,MAGNET CENTER - ELEMENTARY,TAFT COS,91307,Yes,5,0
Sylmar Academy Biotech Health/Eng Magnet,Sylmar Academy Biotech Health/Eng Magnet,MAGNET-SELF CONTAINED (SENIOR),SAN FRNNDO/SYLMR COS,91342,No,392,251
Sylmar Academy Biotech Health/Eng Magnet,Sylmar Academy Biotech Health/Eng Magnet,MAGNET-SELF CONTAINED (SENIOR),SAN FRNNDO/SYLMR COS,91342,Yes,1,1
Mervyn M Dymally SH Biomed Science/Research Magnet,Mervyn M Dymally Senior High,MAGNET CENTER - SENIOR HIGH,RIVERA COS,90003,No,96,12
Mervyn M Dymally SH Biomed Science/Research Magnet,Mervyn M Dymally Senior High,MAGNET CENTER - SENIOR HIGH,RIVERA COS,90003,Yes,1,1
Western Avenue Tech/Eng/Comm/Hum Magnet,Western Avenue Tech/Eng/Comm/Hum Magnet,MAGNET-SELF CONTAINED (SPAN),SOUTH MID-CITY COS,90062,No,589,250
Western Avenue Tech/Eng/Comm/Hum Magnet,Western Avenue Tech/Eng/Comm/Hum Magnet,MAGNET-SELF CONTAINED (SPAN),SOUTH MID-CITY COS,90062,Yes,6,3
Westminster Avenue Elementary Math/Tech/Env Studies Magnet,Westminster Avenue Elementary Math/Tech/Env Studies Magnet,MAGNET-SELF CONTAINED (ELEM),VENICE COS,90291,No,206,63
Westminster Avenue Elementary Math/Tech/Env Studies Magnet,Westminster Avenue Elementary Math/Tech/Env Studies Magnet,MAGNET-SELF CONTAINED (ELEM),VENICE COS,90291,Yes,7,0
Cesar E Chavez Learning Academy - Arts/Theatre/Entertain Mag,Cesar E Chavez Learning Academy - Arts/Theatre/Entertain Mag,MAGNET-SELF CONTAINED (SENIOR),SAN FRNNDO/SYLMR COS,91340,No,331,105
Cesar E Chavez Learning Academy - Arts/Theatre/Entertain Mag,Cesar E Chavez Learning Academy - Arts/Theatre/Entertain Mag,MAGNET-SELF CONTAINED (SENIOR),SAN FRNNDO/SYLMR COS,91340,Yes,5,2
Roosevelt Senior High Science/Tech/Math Magnet,Roosevelt Senior High Science/Tech/Math Magnet,MAGNET-SELF CONTAINED (SENIOR),BOYLE HEIGHTS COS,90033,No,546,164
Roosevelt Senior High Science/Tech/Math Magnet,Roosevelt Senior High Science/Tech/Math Magnet,MAGNET-SELF CONTAINED (SENIOR),BOYLE HEIGHTS COS,90033,Yes,3,0
RFK Comm Schls - Ambassador School - Global Leadership,RFK Comm Schls - Ambassador School - Global Leadership,SPAN SCHOOL,KTOWN/PICOUNION COS,90005,Yes,1,0
RFK Comm Schls - UCLA Community School K-12,RFK Comm Schls - UCLA Community School K-12,SPAN SCHOOL,KTOWN/PICOUNION COS,90005,No,2,0
RFK Comm Schls - UCLA Community School K-12,RFK Comm Schls - UCLA Community School K-12,SPAN SCHOOL,KTOWN/PICOUNION COS,90005,Yes,1,0
RFK Comm Schls - UCLA Community School DL One-Way Im Spanish,RFK Comm Schls - UCLA Community School K-12,DUAL LANGUAGE (DLC) - ELEM,KTOWN/PICOUNION COS,90005,No,74,0
RFK Comm Schls - UCLA Community School DL One-Way Im Spanish,RFK Comm Schls - UCLA Community School K-12,DUAL LANGUAGE (DLC) - ELEM,KTOWN/PICOUNION COS,90005,Yes,41,6
RFK Comm Schls - New Open World Academy K-12,RFK Comm Schls - New Open World Academy K-12,SPAN SCHOOL,KTOWN/PICOUNION COS,90010,No,1,0
Wilshire Crest Elementary DL Two-Way Im Spanish,Wilshire Crest Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90036,No,28,4
Wilshire Crest Elementary DL Two-Way Im Spanish,Wilshire Crest Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90036,Yes,27,10
Wilton Place Elementary,Wilton Place Elementary,ELEMENTARY SCHOOL,LA MID-CITY COS,90005,No,41,3
Wilton Place Elementary,Wilton Place Elementary,ELEMENTARY SCHOOL,LA MID-CITY COS,90005,Yes,9,2
Wilton Place Elementary DL Two-Way Im Spanish,Wilton Place Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90005,No,37,2
Wilton Place Elementary DL Two-Way Im Spanish,Wilton Place Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90005,Yes,47,2
Wilton Place Elementary DL Two-Way Im Korean,Wilton Place Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90005,No,12,0
Wilton Place Elementary DL Two-Way Im Korean,Wilton Place Elementary,DUAL LANGUAGE (DLC) - ELEM,LA MID-CITY COS,90005,Yes,48,4
Windsor Hills Elementary Math/Science Aerospace Magnet,Windsor Hills Elementary Math/Science Aerospace Magnet,MAGNET-SELF CONTAINED (ELEM),WESTCHESTER COS,90043,No,370,90
Windsor Hills Elementary Math/Science Aerospace Magnet,Windsor Hills Elementary Math/Science Aerospace Magnet,MAGNET-SELF CONTAINED (ELEM),WESTCHESTER COS,90043,Yes,4,2
Wonderland Avenue Elementary Gifted Magnet,Wonderland Avenue Elementary,MAGNET CENTER - ELEMENTARY,HOLLYWOOD COS,90046,No,665,63
Wonderland Avenue Elementary Gifted Magnet,Wonderland Avenue Elementary,MAGNET CENTER - ELEMENTARY,HOLLYWOOD COS,90046,Yes,7,1
Woodlawn Avenue Elementary DL Two-Way Im Spanish,Woodlawn Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,BELL/CUDHY/MAYWD COS,90201,No,36,3
Woodlawn Avenue Elementary DL Two-Way Im Spanish,Woodlawn Avenue Elementary,DUAL LANGUAGE (DLC) - ELEM,BELL/CUDHY/MAYWD COS,90201,Yes,47,4
John Adams Middle School Gifted Magnet,John Adams Middle School,MAGNET CENTER - MIDDLE SCHOOL,JEFFERSON/SC WEST COS,90007,No,331,64
John Adams Middle School Gifted Magnet,John Adams Middle School,MAGNET CENTER - MIDDLE SCHOOL,JEFFERSON/SC WEST COS,90007,Yes,17,0
Audubon Middle School,Audubon Middle School,MIDDLE SCHOOL,HEET (C/D) COS,90008,No,38,5
Audubon Middle School,Audubon Middle School,MIDDLE SCHOOL,HEET (C/D) COS,90008,Yes,3,0
Audubon Middle School Gifted Magnet,Audubon Middle School,MAGNET CENTER - MIDDLE SCHOOL,HEET (C/D) COS,90008,No,120,14
Audubon Middle School Gifted Magnet,Audubon Middle School,MAGNET CENTER - MIDDLE SCHOOL,HEET (C/D) COS,90008,Yes,6,1
Hubert Howe Bancroft Middle School Performing Arts Magnet,Hubert Howe Bancroft Middle School,MAGNET CENTER - MIDDLE SCHOOL,HOLLYWOOD COS,90038,No,313,99
Hubert Howe Bancroft Middle School Performing Arts Magnet,Hubert Howe Bancroft Middle School,MAGNET CENTER - MIDDLE SCHOOL,HOLLYWOOD COS,90038,Yes,8,4
Hubert Howe Bancroft Middle School Gifted STEAM Magnet,Hubert Howe Bancroft Middle School,MAGNET CENTER - MIDDLE SCHOOL,HOLLYWOOD COS,90038,No,278,64
Hubert Howe Bancroft Middle School Gifted STEAM Magnet,Hubert Howe Bancroft Middle School,MAGNET CENTER - MIDDLE SCHOOL,HOLLYWOOD COS,90038,Yes,11,3
Belvedere Middle School,Belvedere Middle School,MIDDLE SCHOOL,EAST LOS ANGELES COS,90063,No,34,8
Belvedere Middle School,Belvedere Middle School,MIDDLE SCHOOL,EAST LOS ANGELES COS,90063,Yes,4,0
Belvedere Middle School Media/Communications Magnet,Belvedere Middle School,MAGNET CENTER - MIDDLE SCHOOL,EAST LOS ANGELES COS,90063,No,152,30
Belvedere Middle School Media/Communications Magnet,Belvedere Middle School,MAGNET CENTER - MIDDLE SCHOOL,EAST LOS ANGELES COS,90063,Yes,1,0
Belvedere Middle School STEAM Magnet,Belvedere Middle School,MAGNET CENTER - MIDDLE SCHOOL,EAST LOS ANGELES COS,90063,No,208,67
Belvedere Middle School STEAM Magnet,Belvedere Middle School,MAGNET CENTER - MIDDLE SCHOOL,EAST LOS ANGELES COS,90063,Yes,3,1
Berendo Middle School,Berendo Middle School,MIDDLE SCHOOL,KTOWN/PICOUNION COS,90006,No,50,2
Berendo Middle School,Berendo Middle School,MIDDLE SCHOOL,KTOWN/PICOUNION COS,90006,Yes,28,0
Mary McLeod Bethune Middle School,Mary McLeod Bethune Middle School,MIDDLE SCHOOL,FREMONT COS,90003,No,18,1
Mary McLeod Bethune Middle School,Mary McLeod Bethune Middle School,MIDDLE SCHOOL,FREMONT COS,90003,Yes,21,2
Mary McLeod Bethune Middle School Science/Tech/Math Magnet,Mary McLeod Bethune Middle School,MAGNET CENTER - MIDDLE SCHOOL,FREMONT COS,90003,No,209,100
Mary McLeod Bethune Middle School Science/Tech/Math Magnet,Mary McLeod Bethune Middle School,MAGNET CENTER - MIDDLE SCHOOL,FREMONT COS,90003,Yes,10,4
Luther Burbank Middle School Arts/Technology/Community Mag,Luther Burbank Middle School Arts/Technology/Community Mag,MAGNET-SELF CONTAINED (MIDDLE),EGL RK/HIGHLD PK COS,90042,No,776,286
Luther Burbank Middle School Arts/Technology/Community Mag,Luther Burbank Middle School Arts/Technology/Community Mag,MAGNET-SELF CONTAINED (MIDDLE),EGL RK/HIGHLD PK COS,90042,Yes,13,6
Luther Burbank Middle School Police Academy Magnet,Luther Burbank Middle School Arts/Technology/Community Mag,MAGNET CENTER - MIDDLE SCHOOL,EGL RK/HIGHLD PK COS,90042,No,209,31
Luther Burbank Middle School Police Academy Magnet,Luther Burbank Middle School Arts/Technology/Community Mag,MAGNET CENTER - MIDDLE SCHOOL,EGL RK/HIGHLD PK COS,90042,Yes,10,2
John Burroughs Middle School,John Burroughs Middle School,MIDDLE SCHOOL,FAIRFAX COS,90005,No,705,141
John Burroughs Middle School,John Burroughs Middle School,MIDDLE SCHOOL,FAIRFAX COS,90005,Yes,266,56
John Burroughs Middle School Gifted Magnet,John Burroughs Middle School,MAGNET CENTER - MIDDLE SCHOOL,FAIRFAX COS,90005,No,974,161
John Burroughs Middle School Gifted Magnet,John Burroughs Middle School,MAGNET CENTER - MIDDLE SCHOOL,FAIRFAX COS,90005,Yes,83,11
Richard E Byrd Middle School Science/Tech/Math Magnet,Richard E Byrd Middle School,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91352,No,366,114
Richard E Byrd Middle School Science/Tech/Math Magnet,Richard E Byrd Middle School,MAGNET CENTER - MIDDLE SCHOOL,SUN VALLEY COS,91352,Yes,9,3
Christopher Columbus Middle School,Christopher Columbus Middle School,MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91304,No,24,3
Christopher Columbus Middle School,Christopher Columbus Middle School,MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91304,Yes,3,0
Christopher Columbus MS Medical/Math/Science Magnet,Christopher Columbus Middle School,MAGNET CENTER - MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91304,No,239,51
Christopher Columbus MS Medical/Math/Science Magnet,Christopher Columbus Middle School,MAGNET CENTER - MIDDLE SCHOOL,CNGA PK/CHTSWRTH COS,91304,Yes,3,2
Glenn Hammond Curtiss Middle School STEAM Magnet,Glenn Hammond Curtiss Middle School,MAGNET CENTER - MIDDLE SCHOOL,CARSON COS,90746,No,335,121
Glenn Hammond Curtiss Middle School STEAM Magnet,Glenn Hammond Curtiss Middle School,MAGNET CENTER - MIDDLE SCHOOL,CARSON COS,90746,Yes,4,3
Richard Henry Dana Middle School,Richard Henry Dana Middle School,MIDDLE SCHOOL,SAN PEDRO COS,90731,No,104,0
Richard Henry Dana Middle School,Richard Henry Dana Middle School,MIDDLE SCHOOL,SAN PEDRO COS,90731,Yes,4,0
Richard Henry Dana Middle School Sci Tech Eng Arts Math Mag,Richard Henry Dana Middle School,MAGNET CENTER - MIDDLE SCHOOL,SAN PEDRO COS,90731,No,630,150
Richard Henry Dana Middle School Sci Tech Eng Arts Math Mag,Richard Henry Dana Middle School,MAGNET CENTER - MIDDLE SCHOOL,SAN PEDRO COS,90731,Yes,6,1
Gaspar de Portola Charter Middle,Gaspar de Portola Charter Middle,MIDDLE SCHOOL,TAFT COS,91356,No,98,15
Gaspar de Portola Charter Middle,Gaspar de Portola Charter Middle,MIDDLE SCHOOL,TAFT COS,91356,Yes,2,0
Gaspar de Portola Charter Middle Highly Gifted Magnet,Gaspar de Portola Charter Middle,MAGNET CENTER - MIDDLE SCHOOL,TAFT COS,91356,No,470,104
Gaspar de Portola Charter Middle Highly Gifted Magnet,Gaspar de Portola Charter Middle,MAGNET CENTER - MIDDLE SCHOOL,TAFT COS,91356,Yes,7,0
Rudecinda Sepulveda Dodson Middle School,Rudecinda Sepulveda Dodson Middle School,MIDDLE SCHOOL,SAN PEDRO COS,90275,No,296,78
Rudecinda Sepulveda Dodson Middle School,Rudecinda Sepulveda Dodson Middle School,MIDDLE SCHOOL,SAN PEDRO COS,90275,Yes,12,2
Rudecinda Sepulveda Dodson Middle School Gifted Magnet,Rudecinda Sepulveda Dodson Middle School,MAGNET CENTER - MIDDLE SCHOOL,SAN PEDRO COS,90275,No,762,300
Rudecinda Sepulveda Dodson Middle School Gifted Magnet,Rudecinda Sepulveda Dodson Middle School,MAGNET CENTER - MIDDLE SCHOOL,SAN PEDRO COS,90275,Yes,10,4
Rudecinda Sepulveda Dodson MS Visual/Performing Arts Magnet,Rudecinda Sepulveda Dodson Middle School,MAGNET CENTER - MIDDLE SCHOOL,SAN PEDRO COS,90275,No,793,146
Rudecinda Sepulveda Dodson MS Visual/Performing Arts Magnet,Rudecinda Sepulveda Dodson Middle School,MAGNET CENTER - MIDDLE SCHOOL,SAN PEDRO COS,90275,Yes,16,1
