Program_Name,School,School_Type,Community_Of_Schools,Zip_Code,Dual_Language,Applications,Seat_Offers
Reseda Charter High School,Reseda Charter High School,SPAN SCHOOL,RESEDA COS,91335,Yes,77,0
Reseda Charter HS Police Academy Magnet,Reseda Charter High School,MAGNET CENTER - SENIOR HIGH,RESEDA COS,91335,No,176,72
Reseda Charter HS Police Academy Magnet,Reseda Charter High School,MAGNET CENTER - SENIOR HIGH,RESEDA COS,91335,Yes,3,2
Reseda Charter HS Science Magnet,Reseda Charter High School,MAGNET CENTER - SENIOR HIGH,RESEDA COS,91335,No,285,97
Reseda Charter HS Science Magnet,Reseda Charter High School,MAGNET CENTER - SENIOR HIGH,RESEDA COS,91335,Yes,1,0
Reseda Charter HS Arts/Media/Ent Magnet,Reseda Charter High School,MAGNET CENTER - SENIOR HIGH,RESEDA COS,91335,No,238,78
Reseda Charter HS Arts/Media/Ent Magnet,Reseda Charter High School,MAGNET CENTER - SENIOR HIGH,RESEDA COS,91335,Yes,5,4
Sherman Oaks Center for Enriched Studies (SOCES) Magnet,Sherman Oaks Center for Enriched Studies (SOCES) Magnet,MAGNET-SELF CONTAINED (SPAN),RESEDA COS,91335,No,3613,277
Sherman Oaks Center for Enriched Studies (SOCES) Magnet,Sherman Oaks Center for Enriched Studies (SOCES) Magnet,MAGNET-SELF CONTAINED (SPAN),RESEDA COS,91335,Yes,35,2
San Fernando Senior High,San Fernando Senior High,SENIOR HIGH SCHOOL,SAN FRNNDO/SYLMR COS,91340,No,4,0
San Fernando Senior High,San Fernando Senior High,SENIOR HIGH SCHOOL,SAN FRNNDO/SYLMR COS,91340,Yes,8,0
San Fernando Senior High Science/Tech/Math Magnet,San Fernando Senior High,MAGNET CENTER - SENIOR HIGH,SAN FRNNDO/SYLMR COS,91340,No,432,109
San Fernando Senior High Science/Tech/Math Magnet,San Fernando Senior High,MAGNET CENTER - SENIOR HIGH,SAN FRNNDO/SYLMR COS,91340,Yes,3,0
San Pedro Senior High,San Pedro Senior High,SENIOR HIGH SCHOOL,SAN PEDRO COS,90731,No,205,42
San Pedro Senior High,San Pedro Senior High,SENIOR HIGH SCHOOL,SAN PEDRO COS,90731,Yes,6,0
San Pedro Senior High Police Academy Magnet,San Pedro Senior High,MAGNET CENTER - SENIOR HIGH,SAN PEDRO COS,90731,No,162,15
San Pedro Senior High Police Academy Magnet,San Pedro Senior High,MAGNET CENTER - SENIOR HIGH,SAN PEDRO COS,90731,Yes,4,1
San Pedro Senior High Marine Science/Tech/Math Magnet,San Pedro Senior High,MAGNET CENTER - SENIOR HIGH,SAN PEDRO COS,90731,No,422,109
San Pedro Senior High Marine Science/Tech/Math Magnet,San Pedro Senior High,MAGNET CENTER - SENIOR HIGH,SAN PEDRO COS,90731,Yes,2,0
San Pedro Senior High Gifted STEAM Magnet,San Pedro Senior High,MAGNET CENTER - SENIOR HIGH,SAN PEDRO COS,90731,No,494,130
San Pedro Senior High Gifted STEAM Magnet,San Pedro Senior High,MAGNET CENTER - SENIOR HIGH,SAN PEDRO COS,90731,Yes,1,0
San Pedro Senior High Visual/Perf Arts Magnet,San Pedro Senior High,MAGNET CENTER - SENIOR HIGH,SAN PEDRO COS,90731,No,211,77
San Pedro Senior High Visual/Perf Arts Magnet,San Pedro Senior High,MAGNET CENTER - SENIOR HIGH,SAN PEDRO COS,90731,Yes,1,0
Orthopaedic Hospital Senior High Medical Magnet,Orthopaedic Hospital Senior High Medical Magnet,MAGNET-SELF CONTAINED (SENIOR),JEFFERSON/SC WEST COS,90007,No,787,170
Orthopaedic Hospital Senior High Medical Magnet,Orthopaedic Hospital Senior High Medical Magnet,MAGNET-SELF CONTAINED (SENIOR),JEFFERSON/SC WEST COS,90007,Yes,9,2
Rancho Dominguez Preparatory School Law/Gov/Pub Serv Magnet,Rancho Dominguez Preparatory School,MAGNET CENTER - SENIOR HIGH,CARSON COS,90810,No,158,30
Sylmar Charter High School Sci/Tech/Math Magnet,Sylmar Charter High School,MAGNET CENTER - SENIOR HIGH,SAN FRNNDO/SYLMR COS,91342,No,397,127
Sylmar Charter High School Sci/Tech/Math Magnet,Sylmar Charter High School,MAGNET CENTER - SENIOR HIGH,SAN FRNNDO/SYLMR COS,91342,Yes,1,1
William Howard Taft Charter High School,William Howard Taft Charter High School,SENIOR HIGH SCHOOL,TAFT COS,91364,No,596,35
William Howard Taft Charter High School,William Howard Taft Charter High School,SENIOR HIGH SCHOOL,TAFT COS,91364,Yes,11,0
William Howard Taft Charter High School Gifted STEAM Magnet,William Howard Taft Charter High School,MAGNET CENTER - SENIOR HIGH,TAFT COS,91364,No,689,140
William Howard Taft Charter High School Gifted STEAM Magnet,William Howard Taft Charter High School,MAGNET CENTER - SENIOR HIGH,TAFT COS,91364,Yes,5,0
South East Senior High,South East Senior High,SENIOR HIGH SCHOOL,SOUTH GATE COS,90280,No,47,9
South East Senior High,South East Senior High,SENIOR HIGH SCHOOL,SOUTH GATE COS,90280,Yes,4,1
South East Senior High STEAM Magnet,South East Senior High,MAGNET CENTER - SENIOR HIGH,SOUTH GATE COS,90280,No,291,117
South East Senior High STEAM Magnet,South East Senior High,MAGNET CENTER - SENIOR HIGH,SOUTH GATE COS,90280,Yes,1,1
University High School Charter,University High School Charter,SENIOR HIGH SCHOOL,WEST LA COS,90025,No,5,0
University Charter HS Math/Art/Sci/Tech Magnet,University High School Charter,MAGNET CENTER - SENIOR HIGH,WEST LA COS,90025,No,750,115
University Charter HS Math/Art/Sci/Tech Magnet,University High School Charter,MAGNET CENTER - SENIOR HIGH,WEST LA COS,90025,Yes,9,2
Van Nuys Senior High Medical Magnet,Van Nuys Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91411,No,429,63
Van Nuys Senior High Medical Magnet,Van Nuys Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91411,Yes,1,0
Van Nuys Senior High Science/Tech/Math Magnet,Van Nuys Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91411,No,595,152
Van Nuys Senior High Science/Tech/Math Magnet,Van Nuys Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91411,Yes,2,0
Van Nuys Senior High Performing Arts Magnet,Van Nuys Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91411,No,438,99
Van Nuys Senior High Performing Arts Magnet,Van Nuys Senior High,MAGNET CENTER - SENIOR HIGH,VAN NUYS/VAL GLN COS,91411,Yes,5,3
Venice Senior High,Venice Senior High,SENIOR HIGH SCHOOL,VENICE COS,90066,No,310,56
Venice Senior High,Venice Senior High,SENIOR HIGH SCHOOL,VENICE COS,90066,Yes,51,1
Venice Senior High World Languages/Global Studies Magnet,Venice Senior High,MAGNET CENTER - SENIOR HIGH,VENICE COS,90066,No,407,120
Venice Senior High World Languages/Global Studies Magnet,Venice Senior High,MAGNET CENTER - SENIOR HIGH,VENICE COS,90066,Yes,8,1
Venice Senior High Science Tech Engineering Medical Math Mag,Venice Senior High,MAGNET CENTER - SENIOR HIGH,VENICE COS,90066,No,668,118
Venice Senior High Science Tech Engineering Medical Math Mag,Venice Senior High,MAGNET CENTER - SENIOR HIGH,VENICE COS,90066,Yes,7,1
Verdugo Hills Senior High,Verdugo Hills Senior High,SENIOR HIGH SCHOOL,SUNLAND/TUJUNGA COS,91042,No,58,6
Verdugo Hills Senior High,Verdugo Hills Senior High,SENIOR HIGH SCHOOL,SUNLAND/TUJUNGA COS,91042,Yes,3,0
Verdugo Hills SH Science/Tech/Eng/Math/Multimedia Magnet,Verdugo Hills Senior High,MAGNET CENTER - SENIOR HIGH,SUNLAND/TUJUNGA COS,91042,No,297,87
Verdugo Hills SH Science/Tech/Eng/Math/Multimedia Magnet,Verdugo Hills Senior High,MAGNET CENTER - SENIOR HIGH,SUNLAND/TUJUNGA COS,91042,Yes,1,0
Verdugo Hills SH Visual and Performing Arts Magnet,Verdugo Hills Senior High,MAGNET CENTER - SENIOR HIGH,SUNLAND/TUJUNGA COS,91042,No,217,87
Verdugo Hills SH Visual and Performing Arts Magnet,Verdugo Hills Senior High,MAGNET CENTER - SENIOR HIGH,SUNLAND/TUJUNGA COS,91042,Yes,1,0
Maywood Center for Enriched Studies (MaCES) Magnet,Maywood Center for Enriched Studies (MaCES) Magnet,MAGNET-SELF CONTAINED (SPAN),BELL/CUDHY/MAYWD COS,90270,No,1325,142
Maywood Center for Enriched Studies (MaCES) Magnet,Maywood Center for Enriched Studies (MaCES) Magnet,MAGNET-SELF CONTAINED (SPAN),BELL/CUDHY/MAYWD COS,90270,Yes,21,1
Legacy Senior High Sci Tech Engineering Arts Math,Legacy Senior High Sci Tech Engineering Arts Math,SENIOR HIGH SCHOOL,SOUTH GATE COS,90280,No,12,0
Legacy Senior High Sci Tech Engineering Arts Math,Legacy Senior High Sci Tech Engineering Arts Math,SENIOR HIGH SCHOOL,SOUTH GATE COS,90280,Yes,14,0
George Washington Preparatory Senior High STEAM Magnet,George Washington Preparatory Senior High,MAGNET CENTER - SENIOR HIGH,HEET (W) COS,90047,No,121,21
Westchester Enriched Sciences Magnets-Health/Sports Med Mag,Westchester Enriched Sciences Magnets-Health/Sports Med Mag,MAGNET-SELF CONTAINED (SENIOR),WESTCHESTER COS,90045,No,425,69
Westchester Enriched Sciences Magnets-Health/Sports Med Mag,Westchester Enriched Sciences Magnets-Health/Sports Med Mag,MAGNET-SELF CONTAINED (SENIOR),WESTCHESTER COS,90045,Yes,2,1
Westchester Enriched Sciences Magnets- Gifted STEAM Magnet,Westchester Enriched Sciences Magnets-Health/Sports Med Mag,MAGNET CENTER - SENIOR HIGH,WESTCHESTER COS,90045,No,278,31
Westchester Enriched Sciences Magnets- Gifted STEAM Magnet,Westchester Enriched Sciences Magnets-Health/Sports Med Mag,MAGNET CENTER - SENIOR HIGH,WESTCHESTER COS,90045,Yes,1,0
Westchester Enriched Sciences Magnets-Envrnmntl Ntrl Sci Eng,Westchester Enriched Sciences Magnets-Health/Sports Med Mag,MAGNET CENTER - SENIOR HIGH,WESTCHESTER COS,90045,No,290,46
Westchester Enriched Sciences Magnets-Envrnmntl Ntrl Sci Eng,Westchester Enriched Sciences Magnets-Health/Sports Med Mag,MAGNET CENTER - SENIOR HIGH,WESTCHESTER COS,90045,Yes,3,0
